Features;IO-N-10;IO-N-20;IO-N-30;IO-N-40;IO-N-50;IO-N-60;IO-N-70;IO-N-80;IO-N-90;IO-N-100;IO-N-200;IO-N-300;IO-N-400;IO-N-500;IO-N-600;IO-N-700;IO-N-800;IO-N-900;IO-N-1000;IO-N-2000;IO-S1-10;IO-S1-20;IO-S1-30;IO-S1-40;IO-S1-50;IO-S1-60;IO-S1-70;IO-S1-80;IO-S1-90;IO-S1-100;IO-S1-200;IO-S1-300;IO-S1-400;IO-S1-500;IO-S1-600;IO-S1-700;IO-S1-800;IO-S1-1000;IO-S1-2000;IO-S2-10;IO-S2-20;IO-S2-30;IO-S2-40;IO-S2-50;IO-S2-60;IO-S2-70;IO-S2-80;IO-S2-90;IO-S2-100;IO-S2-200;IO-S2-300;IO-S2-400;IO-S2-500;IO-S2-600;IO-S2-700;IO-S2-800;IO-S2-900;IO-S2-1000;IO-S2-2000;IO-S3-10;IO-S3-20;IO-S3-30;IO-S3-40;IO-S3-50;IO-S3-60;IO-S3-70;IO-S3-80;IO-S3-90;IO-S3-100;IO-S3-200;IO-S3-300;IO-S3-400;IO-S3-500;IO-S3-600;IO-S3-700;IO-S3-800;IO-S3-900;IO-S3-1000;IO-S3-2000
system.mem_ctrls.dram.bytesRead::cpu.inst;51555794640;98915303240;1,46275E+11;1,93634E+11;2,40994E+11;2,88353E+11;3,37035E+11;3,84394E+11;4,31754E+11;4,79113E+11;9,55352E+11;1,43027E+12;1,90651E+12;2,38142E+12;2,85766E+12;3,33258E+12;3,80882E+12;4,28506E+12;4,75997E+12;9,18628E+12;51562487880;98922008456;1,46281E+11;1,93641E+11;2,41001E+11;2,8836E+11;3,37041E+11;3,84401E+11;4,3176E+11;4,7912E+11;9,55359E+11;1,43028E+12;1,90651E+12;2,38143E+12;2,85767E+12;3,33259E+12;3,80883E+12;4,75998E+12;9,51709E+12;51622789656;99049255696;1,46476E+11;1,93902E+11;2,41329E+11;2,88755E+11;3,37503E+11;3,8493E+11;4,32356E+11;4,79783E+11;9,5669E+11;1,43227E+12;1,90918E+12;2,38476E+12;2,86167E+12;3,33725E+12;3,81416E+12;4,29106E+12;4,76665E+12;9,53042E+12;58344726664;1,05704E+11;1,53064E+11;2,00423E+11;2,47783E+11;2,95142E+11;3,43824E+11;3,91183E+11;4,38543E+11;4,85902E+11;9,62141E+11;1,43706E+12;1,9133E+12;2,38821E+12;2,86445E+12;3,33937E+12;3,81561E+12;4,29185E+12;4,76676E+12;9,51776E+12
system.mem_ctrls.dram.bytesRead::cpu.data;8635137708;16527170916;24419204264;32311237564;40203270751;48095304107;56291036890;64183070190;72075103490;79967136727;1,59495E+11;2,38719E+11;3,18247E+11;3,97471E+11;4,76998E+11;5,56222E+11;6,3575E+11;7,15278E+11;7,94502E+11;1,54379E+12;8636047968;16528083330;24420112830;32312148768;40204180745;48096216835;56291947598;64183978078;72076012552;79968046793;1,59496E+11;2,3872E+11;3,18248E+11;3,97472E+11;4,76999E+11;5,56223E+11;6,35751E+11;7,94503E+11;1,58857E+12;8644252170;16545391923;24446530747;32347670531;40248810942;48149941012;56354777957;64255898575;72157027287;80058169929;1,59677E+11;2,38991E+11;3,1861E+11;3,97924E+11;4,77542E+11;5,56857E+11;6,36475E+11;7,16093E+11;7,95408E+11;1,59038E+12;9565120125;17457153333;25349186681;33241219981;41133253168;49025286524;57221019307;65113052607;73005085907;80897119144;1,60425E+11;2,39649E+11;3,19177E+11;3,98401E+11;4,77928E+11;5,57152E+11;6,3668E+11;7,16208E+11;7,95432E+11;1,58866E+12
system.mem_ctrls.dram.bytesRead::total;60190932348;1,15442E+11;1,70694E+11;2,25946E+11;2,81197E+11;3,36449E+11;3,93326E+11;4,48577E+11;5,03829E+11;5,5908E+11;1,11485E+12;1,66899E+12;2,22475E+12;2,77889E+12;3,33466E+12;3,8888E+12;4,44457E+12;5,00034E+12;5,55448E+12;1,07301E+13;60198535848;1,1545E+11;1,70702E+11;2,25953E+11;2,81205E+11;3,36456E+11;3,93333E+11;4,48585E+11;5,03836E+11;5,59088E+11;1,11485E+12;1,669E+12;2,22476E+12;2,7789E+12;3,33467E+12;3,88881E+12;4,44458E+12;5,55448E+12;1,11057E+13;60267041826;1,15595E+11;1,70922E+11;2,2625E+11;2,81577E+11;3,36905E+11;3,93858E+11;4,49186E+11;5,04513E+11;5,59841E+11;1,11637E+12;1,67126E+12;2,22779E+12;2,78269E+12;3,33921E+12;3,89411E+12;4,45063E+12;5,00716E+12;5,56206E+12;1,11208E+13;67909846789;1,23161E+11;1,78413E+11;2,33664E+11;2,88916E+11;3,44168E+11;4,01045E+11;4,56296E+11;5,11548E+11;5,66799E+11;1,12257E+12;1,67671E+12;2,23247E+12;2,78661E+12;3,34238E+12;3,89652E+12;4,45229E+12;5,00805E+12;5,56219E+12;1,11064E+13
system.mem_ctrls.dram.bytesInstRead::cpu.inst;51555794640;98915303240;1,46275E+11;1,93634E+11;2,40994E+11;2,88353E+11;3,37035E+11;3,84394E+11;4,31754E+11;4,79113E+11;9,55352E+11;1,43027E+12;1,90651E+12;2,38142E+12;2,85766E+12;3,33258E+12;3,80882E+12;4,28506E+12;4,75997E+12;9,18628E+12;51562487880;98922008456;1,46281E+11;1,93641E+11;2,41001E+11;2,8836E+11;3,37041E+11;3,84401E+11;4,3176E+11;4,7912E+11;9,55359E+11;1,43028E+12;1,90651E+12;2,38143E+12;2,85767E+12;3,33259E+12;3,80883E+12;4,75998E+12;9,51709E+12;51622789656;99049255696;1,46476E+11;1,93902E+11;2,41329E+11;2,88755E+11;3,37503E+11;3,8493E+11;4,32356E+11;4,79783E+11;9,5669E+11;1,43227E+12;1,90918E+12;2,38476E+12;2,86167E+12;3,33725E+12;3,81416E+12;4,29106E+12;4,76665E+12;9,53042E+12;58344726664;1,05704E+11;1,53064E+11;2,00423E+11;2,47783E+11;2,95142E+11;3,43824E+11;3,91183E+11;4,38543E+11;4,85902E+11;9,62141E+11;1,43706E+12;1,9133E+12;2,38821E+12;2,86445E+12;3,33937E+12;3,81561E+12;4,29185E+12;4,76676E+12;9,51776E+12
system.mem_ctrls.dram.bytesInstRead::total;51555794640;98915303240;1,46275E+11;1,93634E+11;2,40994E+11;2,88353E+11;3,37035E+11;3,84394E+11;4,31754E+11;4,79113E+11;9,55352E+11;1,43027E+12;1,90651E+12;2,38142E+12;2,85766E+12;3,33258E+12;3,80882E+12;4,28506E+12;4,75997E+12;9,18628E+12;51562487880;98922008456;1,46281E+11;1,93641E+11;2,41001E+11;2,8836E+11;3,37041E+11;3,84401E+11;4,3176E+11;4,7912E+11;9,55359E+11;1,43028E+12;1,90651E+12;2,38143E+12;2,85767E+12;3,33259E+12;3,80883E+12;4,75998E+12;9,51709E+12;51622789656;99049255696;1,46476E+11;1,93902E+11;2,41329E+11;2,88755E+11;3,37503E+11;3,8493E+11;4,32356E+11;4,79783E+11;9,5669E+11;1,43227E+12;1,90918E+12;2,38476E+12;2,86167E+12;3,33725E+12;3,81416E+12;4,29106E+12;4,76665E+12;9,53042E+12;58344726664;1,05704E+11;1,53064E+11;2,00423E+11;2,47783E+11;2,95142E+11;3,43824E+11;3,91183E+11;4,38543E+11;4,85902E+11;9,62141E+11;1,43706E+12;1,9133E+12;2,38821E+12;2,86445E+12;3,33937E+12;3,81561E+12;4,29185E+12;4,76676E+12;9,51776E+12
system.mem_ctrls.dram.bytesWritten::cpu.data;5249785267;9821977659;14394170063;18966362483;23538554867;28110747263;32768579339;37340771743;41912964147;46485156550;92378359972;1,38186E+11;1,84079E+11;2,29887E+11;2,7578E+11;3,21587E+11;3,67481E+11;4,13374E+11;4,59181E+11;8,99228E+11;5250430938;9822624892;14394814516;18967008846;23539200360;28111394682;32769225352;37341415682;41913608950;46485802055;92379003214;1,38187E+11;1,8408E+11;2,29887E+11;2,75781E+11;3,21588E+11;3,67481E+11;4,59182E+11;9,17772E+11;5256250591;9834902422;14413553553;18992205401;23570857739;28149502456;32813792238;37392430184;41971073890;46549727811;92507390090;1,38379E+11;1,84337E+11;2,30208E+11;2,76166E+11;3,22037E+11;3,67995E+11;4,13952E+11;4,59824E+11;9,19055E+11;5909986613;10482179005;15054371409;19626563829;24198756213;28770948609;33428780685;38000973089;42573165493;47145357896;93038561318;1,38846E+11;1,84739E+11;2,30547E+11;2,7644E+11;3,22248E+11;3,68141E+11;4,14034E+11;4,59842E+11;9,17838E+11
system.mem_ctrls.dram.bytesWritten::total;5249785267;9821977659;14394170063;18966362483;23538554867;28110747263;32768579339;37340771743;41912964147;46485156550;92378359972;1,38186E+11;1,84079E+11;2,29887E+11;2,7578E+11;3,21587E+11;3,67481E+11;4,13374E+11;4,59181E+11;8,99228E+11;5250430938;9822624892;14394814516;18967008846;23539200360;28111394682;32769225352;37341415682;41913608950;46485802055;92379003214;1,38187E+11;1,8408E+11;2,29887E+11;2,75781E+11;3,21588E+11;3,67481E+11;4,59182E+11;9,17772E+11;5256250591;9834902422;14413553553;18992205401;23570857739;28149502456;32813792238;37392430184;41971073890;46549727811;92507390090;1,38379E+11;1,84337E+11;2,30208E+11;2,76166E+11;3,22037E+11;3,67995E+11;4,13952E+11;4,59824E+11;9,19055E+11;5909986613;10482179005;15054371409;19626563829;24198756213;28770948609;33428780685;38000973089;42573165493;47145357896;93038561318;1,38846E+11;1,84739E+11;2,30547E+11;2,7644E+11;3,22248E+11;3,68141E+11;4,14034E+11;4,59842E+11;9,17838E+11
system.mem_ctrls.dram.numReads::cpu.inst;6444474330;12364412905;18284351598;24204290235;30124228791;36044167468;42129329926;48049268592;53969207258;59889145913;1,19419E+11;1,78784E+11;2,38313E+11;2,97678E+11;3,57208E+11;4,16572E+11;4,76102E+11;5,35632E+11;5,94997E+11;1,14828E+12;6445310985;12365251057;18285187014;24205127502;30125065173;36045006085;42130166791;48050103669;53970043076;59889982583;1,1942E+11;1,78784E+11;2,38314E+11;2,97679E+11;3,57209E+11;4,16573E+11;4,76103E+11;5,94998E+11;1,18964E+12;6452848707;12381156962;18309464236;24237772296;30166080888;36094382365;42187912894;48116207625;54044508629;59972818886;1,19586E+11;1,79034E+11;2,38647E+11;2,98095E+11;3,57709E+11;4,17157E+11;4,7677E+11;5,36383E+11;5,95831E+11;1,1913E+12;7293090833;13213029408;19132968101;25052906738;30972845294;36892783971;42977946429;48897885095;54817823761;60737762416;1,20268E+11;1,79632E+11;2,39162E+11;2,98527E+11;3,58056E+11;4,17421E+11;4,76951E+11;5,36481E+11;5,95845E+11;1,18972E+12
system.mem_ctrls.dram.numReads::cpu.data;1092306134;2085310290;3078314471;4071318641;5064322795;6057326974;7088944377;8081948552;9074952727;10067956892;20075225122;30043880070;40051148279;50019803235;60027071436;69995726399;80002994619;90010262847;99978917808;1,943E+11;1092451299;2085455736;3078459405;4071463922;5064467911;6057472501;7089089585;8082093420;9075097736;10068102057;20075369868;30044024959;40051293182;50019947989;60027216183;69995871018;80003139365;99979062767;1,99897E+11;1093759264;2088215648;3082671858;4077128215;5071584665;6066039780;7099109107;8093562959;9088017972;10082474731;20104240557;30087352430;40109085153;50092204531;60113938803;70097054511;80118785568;90140515515;1,00124E+11;2,00186E+11;1239796145;2232800301;3225804482;4218808652;5211812806;6204816985;7236434389;8229438564;9222442739;10215446904;20222715136;30191370085;40198638296;50167293253;60174561456;70143216420;80150484642;90157752872;1,00126E+11;1,99912E+11
system.mem_ctrls.dram.numReads::total;7536780464;14449723195;21362666069;28275608876;35188551586;42101494442;49218274303;56131217144;63044159985;69957102805;1,39494E+11;2,08827E+11;2,78365E+11;3,47698E+11;4,17235E+11;4,86568E+11;5,56105E+11;6,25642E+11;6,94976E+11;1,34259E+12;7537762284;14450706793;21363646419;28276591424;35189533084;42102478586;49219256376;56132197089;63045140812;69958084640;1,39495E+11;2,08828E+11;2,78366E+11;3,47699E+11;4,17236E+11;4,86569E+11;5,56106E+11;6,94977E+11;1,38953E+12;7546607971;14469372610;21392136094;28314900511;35237665553;42160422145;49287022001;56209770584;63132526601;70055293617;1,3969E+11;2,09122E+11;2,78756E+11;3,48188E+11;4,17823E+11;4,87254E+11;5,56889E+11;6,26524E+11;6,95955E+11;1,39149E+12;8532886978;15445829709;22358772583;29271715390;36184658100;43097600956;50214380818;57127323659;64040266500;70953209320;1,4049E+11;2,09824E+11;2,79361E+11;3,48694E+11;4,18231E+11;4,87564E+11;5,57101E+11;6,26639E+11;6,95972E+11;1,38963E+12
system.mem_ctrls.dram.numWrites::cpu.data;658065238;1229589286;1801113337;2372637389;2944161435;3515685484;4097914864;4669438915;5240962966;5812487018;11549138194;17275084027;23011735193;28737681027;34474332195;40200278033;45936929211;51673580389;57399526227;1,12405E+11;658164842;1229689084;1801212787;2372737077;2944261013;3515785316;4098014506;4669538307;5241062462;5812586608;11549237497;17275183354;23011834530;28737780263;34474431425;40200377178;45937028440;57399625594;1,14723E+11;659062329;1231582772;1804103114;2376623550;2949144050;3521663608;4104889170;4677407879;5249927332;5822448034;11569046187;17304904613;23051472432;28787334870;34533903699;40269763598;46016330327;51762896466;57498758406;1,14922E+11;759393739;1330917787;1902441838;2473965890;3045489936;3617013985;4199243365;4770767416;5342291467;5913815519;11650466695;17376412528;23113063694;28839009528;34575660696;40301606534;46038257712;51774908890;57500854728;1,14733E+11
system.mem_ctrls.dram.numWrites::total;658065238;1229589286;1801113337;2372637389;2944161435;3515685484;4097914864;4669438915;5240962966;5812487018;11549138194;17275084027;23011735193;28737681027;34474332195;40200278033;45936929211;51673580389;57399526227;1,12405E+11;658164842;1229689084;1801212787;2372737077;2944261013;3515785316;4098014506;4669538307;5241062462;5812586608;11549237497;17275183354;23011834530;28737780263;34474431425;40200377178;45937028440;57399625594;1,14723E+11;659062329;1231582772;1804103114;2376623550;2949144050;3521663608;4104889170;4677407879;5249927332;5822448034;11569046187;17304904613;23051472432;28787334870;34533903699;40269763598;46016330327;51762896466;57498758406;1,14922E+11;759393739;1330917787;1902441838;2473965890;3045489936;3617013985;4199243365;4770767416;5342291467;5913815519;11650466695;17376412528;23113063694;28839009528;34575660696;40301606534;46038257712;51774908890;57500854728;1,14733E+11
system.mem_ctrls.dram.bwRead::cpu.inst;12506518275;12572586850;12596039934;12608054411;12615357978;12620267184;12621206527;12624170940;12626485982;12628343962;12634905712;12637726671;12638672510;12639616043;12639932298;12640427092;12640562978;12640668662;12640941639;12632334977;12506021881;12572320503;12595858531;12607916461;12615246899;12620173951;12621126876;12624101124;12626423726;12628287769;12634877514;12637707790;12638658340;12639604703;12639922847;12640418991;12640555886;12640935957;12641600525;12501558590;12567273612;12590598867;12602547220;12609810354;12614692921;12615640473;12618587579;12620888707;12622735048;12629267716;12632075073;12633018414;12633956454;12634272296;12634764153;12634900268;12635006173;12635277293;12635939256;12078532231;12326058081;12423101391;12474900564;12507115063;12529086075;12542825473;12555144239;12564819260;12572619129;12606626450;12618757342;12624414031;12628186040;12630399969;12632247906;12633403690;12634303121;12635209379;12641316108
system.mem_ctrls.dram.bwRead::cpu.data;2094730734;2100678913;2102790400;2103872068;2104529613;2104971590;2107975618;2107883411;2107811403;2107753611;2109382681;2109298886;2109729540;2109610053;2109845545;2109743628;2109903620;2110028051;2109938488;2122912088;2094596465;2100607986;2102742279;2103835604;2104500287;2104947012;2107954545;2107864937;2107794952;2107738773;2109375230;2109293893;2109725794;2109607055;2109843046;2109741486;2109901745;2109936986;2110101723;2093389871;2099263299;2101348095;2102416016;2103065173;2103501571;2106502695;2106407393;2106332896;2106273071;2107894262;2107807011;2108235946;2108115243;2108350063;2108247570;2108407235;2108531425;2108441588;2108605374;1980172302;2035660022;2057414162;2069025953;2076247457;2081172687;2087446348;2089823941;2091691275;2093196693;2101996119;2104349187;2106008193;2106628284;2107358349;2107610115;2108035852;2108367160;2108443134;2110027532
system.mem_ctrls.dram.bwRead::total;14601249010;14673265763;14698830334;14711926480;14719887591;14725238774;14729182145;14732054351;14734297385;14736097573;14744288392;14747025557;14748402050;14749226096;14749777843;14750170720;14750466598;14750696713;14750880127;14755247066;14600618346;14672928489;14698600810;14711752066;14719747186;14725120964;14729081421;14731966061;14734218678;14736026542;14744252744;14747001683;14748384135;14749211757;14749765893;14750160477;14750457631;14750872943;14751702248;14594948461;14666536912;14691946962;14704963236;14712875527;14718194492;14722143168;14724994972;14727221603;14729008119;14737161978;14739882084;14741254360;14742071697;14742622359;14743011723;14743307504;14743537598;14743718881;14744544630;14058704533;14361718104;14480515553;14543926517;14583362521;14610258762;14630271821;14644968179;14656510535;14665815823;14708622569;14723106529;14730422224;14734814324;14737758317;14739858021;14741439542;14742670281;14743652513;14751343640
system.mem_ctrls.dram.bwInstRead::cpu.inst;12506518275;12572586850;12596039934;12608054411;12615357978;12620267184;12621206527;12624170940;12626485982;12628343962;12634905712;12637726671;12638672510;12639616043;12639932298;12640427092;12640562978;12640668662;12640941639;12632334977;12506021881;12572320503;12595858531;12607916461;12615246899;12620173951;12621126876;12624101124;12626423726;12628287769;12634877514;12637707790;12638658340;12639604703;12639922847;12640418991;12640555886;12640935957;12641600525;12501558590;12567273612;12590598867;12602547220;12609810354;12614692921;12615640473;12618587579;12620888707;12622735048;12629267716;12632075073;12633018414;12633956454;12634272296;12634764153;12634900268;12635006173;12635277293;12635939256;12078532231;12326058081;12423101391;12474900564;12507115063;12529086075;12542825473;12555144239;12564819260;12572619129;12606626450;12618757342;12624414031;12628186040;12630399969;12632247906;12633403690;12634303121;12635209379;12641316108
system.mem_ctrls.dram.bwInstRead::total;12506518275;12572586850;12596039934;12608054411;12615357978;12620267184;12621206527;12624170940;12626485982;12628343962;12634905712;12637726671;12638672510;12639616043;12639932298;12640427092;12640562978;12640668662;12640941639;12632334977;12506021881;12572320503;12595858531;12607916461;12615246899;12620173951;12621126876;12624101124;12626423726;12628287769;12634877514;12637707790;12638658340;12639604703;12639922847;12640418991;12640555886;12640935957;12641600525;12501558590;12567273612;12590598867;12602547220;12609810354;12614692921;12615640473;12618587579;12620888707;12622735048;12629267716;12632075073;12633018414;12633956454;12634272296;12634764153;12634900268;12635006173;12635277293;12635939256;12078532231;12326058081;12423101391;12474900564;12507115063;12529086075;12542825473;12555144239;12564819260;12572619129;12606626450;12618757342;12624414031;12628186040;12630399969;12632247906;12633403690;12634303121;12635209379;12641316108
system.mem_ctrls.dram.bwWrite::cpu.data;1273504479;1248418224;1239513061;1234951159;1232178000;1230313967;1227111279;1226335747;1225730099;1225244026;1221740323;1220998476;1220302531;1220143562;1219821668;1219776573;1219580935;1219428780;1219436399;1236556009;1273445229;1248389416;1239494072;1234937014;1232166730;1230304588;1227103351;1226328800;1225723930;1225238471;1221737567;1220996630;1220301150;1220142456;1219820748;1219775784;1219580245;1219435847;1219082157;1272913091;1247842892;1238944438;1234386160;1231615266;1229752755;1226556900;1225781494;1225175938;1224689975;1221190684;1220448074;1219752655;1219593197;1219271646;1219226222;1219030842;1218878894;1218886289;1218532834;1223486129;1222315709;1221856832;1221611901;1221459578;1221355685;1219495685;1219653205;1219776920;1219876657;1219054861;1219203385;1218956903;1219065797;1218923938;1219006525;1218907396;1218830254;1218897451;1219055455
system.mem_ctrls.dram.bwWrite::total;1273504479;1248418224;1239513061;1234951159;1232178000;1230313967;1227111279;1226335747;1225730099;1225244026;1221740323;1220998476;1220302531;1220143562;1219821668;1219776573;1219580935;1219428780;1219436399;1236556009;1273445229;1248389416;1239494072;1234937014;1232166730;1230304588;1227103351;1226328800;1225723930;1225238471;1221737567;1220996630;1220301150;1220142456;1219820748;1219775784;1219580245;1219435847;1219082157;1272913091;1247842892;1238944438;1234386160;1231615266;1229752755;1226556900;1225781494;1225175938;1224689975;1221190684;1220448074;1219752655;1219593197;1219271646;1219226222;1219030842;1218878894;1218886289;1218532834;1223486129;1222315709;1221856832;1221611901;1221459578;1221355685;1219495685;1219653205;1219776920;1219876657;1219054861;1219203385;1218956903;1219065797;1218923938;1219006525;1218907396;1218830254;1218897451;1219055455
system.mem_ctrls.dram.bwTotal::cpu.inst;12506518275;12572586850;12596039934;12608054411;12615357978;12620267184;12621206527;12624170940;12626485982;12628343962;12634905712;12637726671;12638672510;12639616043;12639932298;12640427092;12640562978;12640668662;12640941639;12632334977;12506021881;12572320503;12595858531;12607916461;12615246899;12620173951;12621126876;12624101124;12626423726;12628287769;12634877514;12637707790;12638658340;12639604703;12639922847;12640418991;12640555886;12640935957;12641600525;12501558590;12567273612;12590598867;12602547220;12609810354;12614692921;12615640473;12618587579;12620888707;12622735048;12629267716;12632075073;12633018414;12633956454;12634272296;12634764153;12634900268;12635006173;12635277293;12635939256;12078532231;12326058081;12423101391;12474900564;12507115063;12529086075;12542825473;12555144239;12564819260;12572619129;12606626450;12618757342;12624414031;12628186040;12630399969;12632247906;12633403690;12634303121;12635209379;12641316108
system.mem_ctrls.dram.bwTotal::cpu.data;3368235213;3349097137;3342303461;3338823227;3336707613;3335285557;3335086897;3334219158;3333541503;3332997637;3331123003;3330297362;3330032071;3329753615;3329667213;3329520201;3329484555;3329456831;3329374887;3359468097;3368041694;3348997401;3342236351;3338772618;3336667017;3335251600;3335057896;3334193736;3333518882;3332977244;3331112797;3330290524;3330026944;3329749511;3329663794;3329517270;3329481990;3329372833;3329183880;3366302962;3347106192;3340292533;3336802176;3334680439;3333254326;3333059595;3332188887;3331508834;3330963047;3329084946;3328255085;3327988601;3327708439;3327621709;3327473793;3327438078;3327410318;3327327877;3327138209;3203658431;3257975731;3279270995;3290637854;3297707035;3302528372;3306942033;3309477146;3311468195;3313073350;3321050981;3323552573;3324965096;3325694081;3326282287;3326616640;3326943248;3327197414;3327340585;3329082987
system.mem_ctrls.dram.bwTotal::total;15874753488;15921683987;15938343395;15946877638;15952065591;15955552741;15956293424;15958390098;15960027484;15961341599;15966028715;15968024033;15968704581;15969369658;15969599510;15969947293;15970047533;15970125493;15970316526;15991803074;15874063576;15921317905;15938094881;15946689080;15951913916;15955425552;15956184772;15958294861;15959942608;15961265013;15965990311;15967998314;15968685285;15969354213;15969586641;15969936262;15970037876;15970308790;15970784405;15867861552;15914379804;15930891400;15939349396;15944490793;15947947247;15948700068;15950776466;15952397541;15953698094;15958352662;15960330158;15961007015;15961664893;15961894005;15962237946;15962338346;15962416492;15962605170;15963077465;15282190662;15584033812;15702372385;15765538417;15804822099;15831614447;15849767507;15864621385;15876287455;15885692480;15927677431;15942309915;15949379127;15953880122;15956682255;15958864546;15960346938;15961500535;15962549964;15970399095
system.mem_ctrls.dram.readBursts;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.writeBursts;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
system.mem_ctrls.dram.perBankRdBursts::11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
