feature_index,feature_name,gem5_component,feature_category,unit,description,included_in_raw_399,included_in_selected_file,selected_feature_file_count,spectre_relevance,raw_documentation_source,observed_in_raw_stats_files
300,system.mem_ctrls.dram.perBankWrBursts::9,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
301,system.mem_ctrls.dram.perBankWrBursts::10,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
302,system.mem_ctrls.dram.perBankWrBursts::11,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
303,system.mem_ctrls.dram.perBankWrBursts::12,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
304,system.mem_ctrls.dram.perBankWrBursts::13,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
305,system.mem_ctrls.dram.perBankWrBursts::14,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
306,system.mem_ctrls.dram.perBankWrBursts::15,system.mem_ctrls.dram,Memory controller and DRAM,Count,Per bank write bursts,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
307,system.mem_ctrls.dram.totQLat,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Total ticks spent queuing,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
308,system.mem_ctrls.dram.totBusLat,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Total ticks spent in databus transfers,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
309,system.mem_ctrls.dram.totMemAccLat,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Total ticks spent from burst creation until serviced by the DRAM,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
310,system.mem_ctrls.dram.readRowHits,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of row buffer hits during reads,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
311,system.mem_ctrls.dram.writeRowHits,system.mem_ctrls.dram,Memory controller and DRAM,Count,Number of row buffer hits during writes,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
312,system.mem_ctrls.dram.bytesRead,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Total bytes read,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
313,system.mem_ctrls.dram.bytesWritten,system.mem_ctrls.dram,Memory controller and DRAM,Byte,Total bytes written,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
314,system.mem_ctrls.dram.avgRdBW,system.mem_ctrls.dram,Memory controller and DRAM,,Average DRAM read bandwidth in MiBytes/s ((Byte/Second)),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
315,system.mem_ctrls.dram.avgWrBW,system.mem_ctrls.dram,Memory controller and DRAM,,Average DRAM write bandwidth in MiBytes/s ((Byte/Second)),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
316,system.mem_ctrls.dram.peakBW,system.mem_ctrls.dram,Memory controller and DRAM,,Theoretical peak bandwidth in MiByte/s ((Byte/Second)),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
317,system.mem_ctrls.dram.busUtil,system.mem_ctrls.dram,Memory controller and DRAM,Ratio,Data bus utilization in percentage,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
318,system.mem_ctrls.dram.busUtilRead,system.mem_ctrls.dram,Memory controller and DRAM,Ratio,Data bus utilization in percentage for reads,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
319,system.mem_ctrls.dram.busUtilWrite,system.mem_ctrls.dram,Memory controller and DRAM,Ratio,Data bus utilization in percentage for writes,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
320,system.mem_ctrls.dram.power_state.pwrStateResidencyTicks::UNDEFINED,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Cumulative time (in ticks) in various power states,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
321,system.mem_ctrls.dram.rank0.actEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for activate commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
322,system.mem_ctrls.dram.rank0.preEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for precharge commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
323,system.mem_ctrls.dram.rank0.readEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for read commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
324,system.mem_ctrls.dram.rank0.writeEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for write commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
325,system.mem_ctrls.dram.rank0.refreshEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for refresh commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
326,system.mem_ctrls.dram.rank0.actBackEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for active background per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
327,system.mem_ctrls.dram.rank0.preBackEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for precharge background per rank (pJ),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
328,system.mem_ctrls.dram.rank0.actPowerDownEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for active power-down per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
329,system.mem_ctrls.dram.rank0.prePowerDownEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for precharge power-down per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
330,system.mem_ctrls.dram.rank0.selfRefreshEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for self refresh per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
331,system.mem_ctrls.dram.rank0.totalEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Total energy per rank (pJ),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
332,system.mem_ctrls.dram.rank0.averagePower,system.mem_ctrls.dram,Memory controller and DRAM,Watt,Core power per rank (mW),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
333,system.mem_ctrls.dram.rank0.totalIdleTime,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Total Idle time Per DRAM Rank,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
334,system.mem_ctrls.dram.rank0.pwrStateTime::IDLE,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
335,system.mem_ctrls.dram.rank0.pwrStateTime::REF,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
336,system.mem_ctrls.dram.rank0.pwrStateTime::SREF,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
337,system.mem_ctrls.dram.rank0.pwrStateTime::PRE_PDN,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
338,system.mem_ctrls.dram.rank0.pwrStateTime::ACT,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
339,system.mem_ctrls.dram.rank0.pwrStateTime::ACT_PDN,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
340,system.mem_ctrls.dram.rank1.actEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for activate commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
341,system.mem_ctrls.dram.rank1.preEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for precharge commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
342,system.mem_ctrls.dram.rank1.readEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for read commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
343,system.mem_ctrls.dram.rank1.writeEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for write commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
344,system.mem_ctrls.dram.rank1.refreshEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for refresh commands per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
345,system.mem_ctrls.dram.rank1.actBackEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for active background per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
346,system.mem_ctrls.dram.rank1.preBackEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for precharge background per rank (pJ),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
347,system.mem_ctrls.dram.rank1.actPowerDownEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for active power-down per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
348,system.mem_ctrls.dram.rank1.prePowerDownEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for precharge power-down per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
349,system.mem_ctrls.dram.rank1.selfRefreshEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Energy for self refresh per rank (pJ),yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
350,system.mem_ctrls.dram.rank1.totalEnergy,system.mem_ctrls.dram,Memory controller and DRAM,Joule,Total energy per rank (pJ),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
351,system.mem_ctrls.dram.rank1.averagePower,system.mem_ctrls.dram,Memory controller and DRAM,Watt,Core power per rank (mW),yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
352,system.mem_ctrls.dram.rank1.totalIdleTime,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Total Idle time Per DRAM Rank,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
353,system.mem_ctrls.dram.rank1.pwrStateTime::IDLE,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
354,system.mem_ctrls.dram.rank1.pwrStateTime::REF,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
355,system.mem_ctrls.dram.rank1.pwrStateTime::SREF,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
356,system.mem_ctrls.dram.rank1.pwrStateTime::PRE_PDN,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
357,system.mem_ctrls.dram.rank1.pwrStateTime::ACT,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
358,system.mem_ctrls.dram.rank1.pwrStateTime::ACT_PDN,system.mem_ctrls.dram,Memory controller and DRAM,Tick,Time in different power states,yes,no,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
359,system.mem_ctrls.power_state.pwrStateResidencyTicks::UNDEFINED,system.mem_ctrls.power_state,Memory controller and DRAM,Tick,Cumulative time (in ticks) in various power states,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
360,system.membus.transDist::ReadReq,system.membus.transDist::ReadReq,Interconnect and memory bus,Count,Transaction distribution,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
361,system.membus.transDist::ReadResp,system.membus.transDist::ReadResp,Interconnect and memory bus,Count,Transaction distribution,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
362,system.membus.transDist::WriteReq,system.membus.transDist::WriteReq,Interconnect and memory bus,Count,Transaction distribution,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
363,system.membus.transDist::WriteResp,system.membus.transDist::WriteResp,Interconnect and memory bus,Count,Transaction distribution,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
364,system.membus.transDist::LockedRMWReadReq,system.membus.transDist::LockedRMWReadReq,Interconnect and memory bus,Count,Transaction distribution,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
365,system.membus.transDist::LockedRMWReadResp,system.membus.transDist::LockedRMWReadResp,Interconnect and memory bus,Count,Transaction distribution,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
366,system.membus.transDist::LockedRMWWriteReq,system.membus.transDist::LockedRMWWriteReq,Interconnect and memory bus,Count,Transaction distribution,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
367,system.membus.transDist::LockedRMWWriteResp,system.membus.transDist::LockedRMWWriteResp,Interconnect and memory bus,Count,Transaction distribution,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
368,system.membus.pktCount_system.cpu.icache_port::system.mem_ctrls.port,system.membus.pktCount_system,Instruction cache,Count,Packet count per connected requestor and responder,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
369,system.membus.pktCount_system.cpu.icache_port::total,system.membus.pktCount_system,Instruction cache,Count,Packet count per connected requestor and responder,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
370,system.membus.pktCount_system.cpu.dcache_port::system.mem_ctrls.port,system.membus.pktCount_system,Data cache,Count,Packet count per connected requestor and responder,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
371,system.membus.pktCount_system.cpu.dcache_port::total,system.membus.pktCount_system,Data cache,Count,Packet count per connected requestor and responder,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
372,system.membus.pktCount::total,system.membus.pktCount::total,Interconnect and memory bus,Count,Packet count per connected requestor and responder,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
373,system.membus.pktSize_system.cpu.icache_port::system.mem_ctrls.port,system.membus.pktSize_system,Instruction cache,Byte,Cumulative packet size per connected requestor and responder,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
374,system.membus.pktSize_system.cpu.icache_port::total,system.membus.pktSize_system,Instruction cache,Byte,Cumulative packet size per connected requestor and responder,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
375,system.membus.pktSize_system.cpu.dcache_port::system.mem_ctrls.port,system.membus.pktSize_system,Data cache,Byte,Cumulative packet size per connected requestor and responder,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
376,system.membus.pktSize_system.cpu.dcache_port::total,system.membus.pktSize_system,Data cache,Byte,Cumulative packet size per connected requestor and responder,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
377,system.membus.pktSize::total,system.membus.pktSize::total,Interconnect and memory bus,Byte,Cumulative packet size per connected requestor and responder,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
378,system.membus.snoops,system.membus.snoops,Interconnect and memory bus,Count,Total snoops,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
379,system.membus.snoopTraffic,system.membus.snoopTraffic,Interconnect and memory bus,Byte,Total snoop traffic,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
380,system.membus.snoopFanout::samples,system.membus.snoopFanout::samples,Interconnect and memory bus,Count,Request fanout histogram,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
381,system.membus.snoopFanout::mean,system.membus.snoopFanout::mean,Interconnect and memory bus,Count,Request fanout histogram,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
382,system.membus.snoopFanout::stdev,system.membus.snoopFanout::stdev,Interconnect and memory bus,Count,Request fanout histogram,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
383,system.membus.snoopFanout::underflows,system.membus.snoopFanout::underflows,Interconnect and memory bus,Count,Request fanout histogram,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
384,system.membus.snoopFanout::0,system.membus.snoopFanout::0,Interconnect and memory bus,Count,Request fanout histogram,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
385,system.membus.snoopFanout::1,system.membus.snoopFanout::1,Interconnect and memory bus,Count,Request fanout histogram,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
386,system.membus.snoopFanout::overflows,system.membus.snoopFanout::overflows,Interconnect and memory bus,Count,Request fanout histogram,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
387,system.membus.snoopFanout::min_value,system.membus.snoopFanout::min_value,Interconnect and memory bus,Count,Request fanout histogram,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
388,system.membus.snoopFanout::max_value,system.membus.snoopFanout::max_value,Interconnect and memory bus,Count,Request fanout histogram,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
389,system.membus.snoopFanout::total,system.membus.snoopFanout::total,Interconnect and memory bus,Count,Request fanout histogram,yes,yes,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
390,system.membus.power_state.pwrStateResidencyTicks::UNDEFINED,system.membus.power_state,Interconnect and memory bus,Tick,Cumulative time (in ticks) in various power states,yes,yes,127,Medium to high: memory traffic and latency can reflect transient accesses and cache effects.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
391,system.membus.snoop_filter.totRequests,system.membus.snoop_filter,Cache hierarchy and coherence,Count,Total number of requests made to the snoop filter,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
392,system.membus.snoop_filter.hitSingleRequests,system.membus.snoop_filter,Cache hierarchy and coherence,Count,Number of requests hitting in the snoop filter with a single holder of the requested data,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
393,system.membus.snoop_filter.hitMultiRequests,system.membus.snoop_filter,Cache hierarchy and coherence,Count,Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
394,system.membus.snoop_filter.totSnoops,system.membus.snoop_filter,Cache hierarchy and coherence,Count,Total number of snoops made to the snoop filter,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
395,system.membus.snoop_filter.hitSingleSnoops,system.membus.snoop_filter,Cache hierarchy and coherence,Count,Number of snoops hitting in the snoop filter with a single holder of the requested data,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
396,system.membus.snoop_filter.hitMultiSnoops,system.membus.snoop_filter,Cache hierarchy and coherence,Count,Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data,yes,no,127,High: cache-access and cache-state effects are central to Spectre side channels.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
397,system.voltage_domain.voltage,system.voltage_domain.voltage,"Clock, voltage, and power state",Volt,Voltage in Volts,yes,yes,127,Contextual: potential usefulness should be evaluated empirically with feature selection or explainability methods.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
398,system.workload.inst.arm,system.workload.inst,Workload and system calls,Count,number of arm instructions executed,yes,no,127,Medium: execution-volume and instruction-mix changes can help distinguish attack scenarios.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
399,system.workload.inst.quiesce,system.workload.inst,Workload and system calls,Count,number of quiesce instructions executed,yes,no,127,Medium: execution-volume and instruction-mix changes can help distinguish attack scenarios.,Lbm-results-IO/non-attack-stats/stats-70-lbm-non.txt,126
